%Eco Export
%
%
%Title,Demo Data
%
%Data ID,A34FB481-38CD-46CC-97B7-0990F7C13817
%User ID,43AA65E3-B02B-4388-87EF-CBDA831412DC
%Instrument ID,Eco_0016
%Firmware version,8005.0
%Created,"3/23/2020 7:00:21 PM",Local time
%Start Time,"3/9/2020 8:30:00 PM",Local time
%End time,"3/12/2020 11:05:00 PM",Local time
%Time zone offset,0,min
%Latitude,32.855522,deg
%Longitude,-117.262314,deg
%Magnetic declination,0,deg
%Salinity,35,ppt
%Device depth,11.85,m
%Upper layer depth,7.13,m
%middle-layer-depth,8.7,m
%Lower layer depth,10.27,m
%Avg speed,0.05,m/s
%Avg direction,172.18,deg
%Measurement counts,895
%Measurement interval,5,min
%Processor version,1.1.16.0,
%processed,"3/27/2025 10:17:03 AM",utc
%
%Time,Upper speed,Upper direction,Middle speed,Middle direction,Lower speed,Lower direction,Temperature,Depth,Tilt
%(Local time),m/s,deg,m/s,deg,m/s,deg,degC,m,deg
"3/10/2020 5:40:00 PM",0.04,154.59,0.05,133.41,0.05,212.66,15.86,11.85,5.98
"3/10/2020 5:45:00 PM",0.06,175.16,0.04,155.43,0.05,188.65,15.85,11.83,5.98
"3/10/2020 5:50:00 PM",0.08,171.76,0.07,183.32,0.03,204.90,15.87,11.82,5.98
"3/10/2020 5:55:00 PM",0.04,181.27,0.04,181.51,0.05,186.20,15.87,11.81,5.97
"3/10/2020 6:00:00 PM",0.07,203.53,0.05,168.27,0.06,209.15,15.91,11.80,5.96
"3/10/2020 6:05:00 PM",0.07,212.47,0.08,219.99,0.06,212.32,15.89,11.78,6.00
"3/10/2020 6:10:00 PM",0.07,203.81,0.09,203.03,0.09,205.99,15.88,11.76,5.98
"3/10/2020 6:15:00 PM",0.08,183.45,0.10,194.62,0.09,193.55,15.86,11.74,5.98
"3/10/2020 6:20:00 PM",0.09,191.82,0.08,214.47,0.09,202.05,15.86,11.72,5.98
"3/10/2020 6:25:00 PM",0.11,199.80,0.08,206.57,0.10,218.29,15.83,11.70,5.96
"3/10/2020 6:30:00 PM",0.10,199.18,0.10,204.13,0.12,203.71,15.84,11.68,5.96
"3/10/2020 6:35:00 PM",0.11,198.11,0.13,185.48,0.12,189.31,15.87,11.65,5.96
"3/10/2020 6:40:00 PM",0.11,196.24,0.10,193.34,0.09,203.77,15.87,11.62,5.96
"3/10/2020 6:45:00 PM",0.12,203.71,0.13,212.57,0.11,210.41,15.87,11.59,5.96
"3/10/2020 6:50:00 PM",0.10,207.10,0.14,212.05,0.10,204.49,15.86,11.58,5.94
"3/10/2020 6:55:00 PM",0.10,195.64,0.12,201.71,0.10,218.57,15.85,11.53,5.95
"3/10/2020 7:00:00 PM",0.10,193.21,0.13,203.50,0.12,207.82,15.85,11.50,5.96
"3/10/2020 7:05:00 PM",0.09,204.65,0.12,199.90,0.10,196.42,15.85,11.47,5.94
"3/10/2020 7:10:00 PM",0.11,194.28,0.11,215.04,0.11,212.39,15.84,11.43,5.95
"3/10/2020 7:15:00 PM",0.12,206.98,0.10,193.24,0.10,197.74,15.83,11.40,5.95
"3/10/2020 7:20:00 PM",0.11,212.80,0.11,200.81,0.10,203.34,15.81,11.36,5.94
"3/10/2020 7:25:00 PM",0.11,209.88,0.09,206.84,0.08,206.57,15.81,11.33,5.98
"3/10/2020 7:30:00 PM",0.10,202.25,0.09,199.70,0.09,192.60,15.80,11.28,5.96
"3/10/2020 7:35:00 PM",0.09,206.27,0.08,204.33,0.07,211.72,15.75,11.26,6.01
"3/10/2020 7:40:00 PM",0.13,197.27,0.08,210.26,0.06,199.06,15.76,11.22,5.94
"3/10/2020 7:45:00 PM",0.11,205.85,0.10,203.59,0.07,199.77,15.75,11.19,5.97
"3/10/2020 7:50:00 PM",0.11,196.80,0.09,209.58,0.08,199.15,15.81,11.14,5.98
"3/10/2020 7:55:00 PM",0.10,193.47,0.07,199.21,0.06,199.03,15.82,11.09,5.96
"3/10/2020 8:00:00 PM",0.09,189.57,0.08,195.85,0.07,199.44,15.84,11.04,5.96
"3/10/2020 8:05:00 PM",0.09,186.63,0.06,187.35,0.07,172.30,15.85,11.00,5.95
"3/10/2020 8:10:00 PM",0.07,192.53,0.06,180.00,0.05,175.76,15.81,10.96,5.99
"3/10/2020 8:15:00 PM",0.07,191.93,0.05,172.18,0.03,155.70,15.81,10.92,5.99
"3/10/2020 8:20:00 PM",0.04,161.97,0.04,150.07,0.04,81.47,15.63,10.87,6.03
"3/10/2020 8:25:00 PM",0.04,187.91,0.03,183.58,0.05,99.46,15.56,10.84,6.03
"3/10/2020 8:30:00 PM",0.04,185.71,0.03,151.70,0.04,60.07,15.62,10.79,5.95
"3/10/2020 8:35:00 PM",0.04,189.46,0.04,72.03,0.05,66.16,15.58,10.74,5.97
"3/10/2020 8:40:00 PM",0.04,163.69,0.04,143.13,0.02,46.85,15.59,10.71,5.95
"3/10/2020 8:45:00 PM",0.04,149.30,0.05,130.60,0.04,128.88,15.66,10.64,5.94
"3/10/2020 8:50:00 PM",0.04,165.96,0.03,154.23,0.02,146.98,15.68,10.60,5.95
"3/10/2020 8:55:00 PM",0.04,178.53,0.04,132.27,0.04,135.00,15.68,10.57,5.94
"3/10/2020 9:00:00 PM",0.04,176.91,0.03,137.39,0.06,176.19,15.70,10.51,5.94
"3/10/2020 9:05:00 PM",0.05,156.64,0.04,141.12,0.03,143.47,15.70,10.48,5.95
"3/10/2020 9:10:00 PM",0.04,178.73,0.04,182.60,0.03,180.00,15.71,10.43,5.95
"3/10/2020 9:15:00 PM",0.03,181.68,0.04,202.99,0.04,207.30,15.73,10.39,5.96
"3/10/2020 9:20:00 PM",0.05,173.80,0.03,180.00,0.04,195.12,15.71,10.35,5.95
"3/10/2020 9:25:00 PM",0.06,193.35,0.03,204.90,0.01,250.02,15.72,10.31,5.96
"3/10/2020 9:30:00 PM",0.05,168.23,0.01,187.59,0.04,177.27,15.71,10.29,5.96
"3/10/2020 9:35:00 PM",0.04,183.99,0.04,168.11,0.01,225.00,15.71,10.26,5.96
"3/10/2020 9:40:00 PM",0.06,173.88,0.05,192.65,0.03,213.69,15.73,10.22,5.96
"3/10/2020 9:45:00 PM",0.07,199.98,0.05,232.03,0.04,212.47,15.75,10.18,5.95
"3/10/2020 9:50:00 PM",0.07,206.92,0.06,205.77,0.07,179.12,15.80,10.14,5.96
"3/10/2020 9:55:00 PM",0.04,198.43,0.06,203.75,0.06,184.01,15.83,10.09,5.94
"3/10/2020 10:00:00 PM",0.07,198.43,0.05,207.65,0.05,188.75,15.84,10.08,5.95
"3/10/2020 10:05:00 PM",0.08,207.90,0.06,196.50,0.06,200.14,15.85,10.04,5.94
"3/10/2020 10:10:00 PM",0.06,206.10,0.06,212.32,0.04,197.10,15.86,10.01,5.95
"3/10/2020 10:15:00 PM",0.06,204.06,0.07,202.87,0.03,217.87,15.87,9.99,5.95
"3/10/2020 10:20:00 PM",0.07,213.69,0.05,224.24,0.05,214.00,15.90,9.96,5.95
"3/10/2020 10:25:00 PM",0.07,195.61,0.05,210.76,0.05,206.05,15.91,9.94,5.94
"3/10/2020 10:30:00 PM",0.06,193.30,0.06,188.97,0.04,184.76,15.94,9.92,5.95
"3/10/2020 10:35:00 PM",0.05,198.43,0.03,209.54,0.03,209.25,15.90,9.89,5.95
"3/10/2020 10:40:00 PM",0.07,196.86,0.07,187.43,0.03,194.04,15.91,9.88,5.96
"3/10/2020 10:45:00 PM",0.06,188.53,0.07,191.47,0.05,193.74,15.91,9.85,5.95
"3/10/2020 10:50:00 PM",0.10,208.04,0.07,192.26,0.05,189.09,15.91,9.83,5.95
"3/10/2020 10:55:00 PM",0.08,188.53,0.06,174.47,0.04,182.94,15.91,9.82,5.96
"3/10/2020 11:00:00 PM",0.07,191.31,0.04,182.94,0.03,211.33,15.90,9.80,5.95
"3/10/2020 11:05:00 PM",0.06,197.47,0.03,227.39,0.02,165.96,15.88,9.78,5.97
"3/10/2020 11:10:00 PM",0.04,183.90,0.02,160.56,0.03,124.16,15.81,9.77,5.96
"3/10/2020 11:15:00 PM",0.05,205.56,0.04,199.29,0.02,136.97,15.80,9.75,5.97
"3/10/2020 11:20:00 PM",0.05,177.56,0.01,151.39,0.03,156.57,15.63,9.76,5.96
"3/10/2020 11:25:00 PM",0.04,209.74,0.03,167.66,0.04,172.30,15.57,9.75,5.95
"3/10/2020 11:30:00 PM",0.05,202.62,0.03,190.89,0.05,192.26,15.61,9.74,5.95
"3/10/2020 11:35:00 PM",0.05,209.60,0.05,161.94,0.05,201.80,15.53,9.74,5.95
"3/10/2020 11:40:00 PM",0.04,200.92,0.03,211.76,0.04,210.14,15.49,9.75,5.98
"3/10/2020 11:45:00 PM",0.04,191.04,0.03,178.21,0.06,190.30,15.44,9.75,5.95
"3/10/2020 11:50:00 PM",0.06,198.43,0.04,187.91,0.05,206.00,15.43,9.75,5.97
"3/10/2020 11:55:00 PM",0.05,201.37,0.04,217.75,0.01,187.59,15.34,9.76,5.98
"3/11/2020 12:00:00 AM",0.03,223.45,0.02,205.20,0.00,333.43,15.08,9.77,5.95
"3/11/2020 12:05:00 AM",0.05,196.11,0.02,170.13,0.01,48.81,14.98,9.77,5.93
"3/11/2020 12:10:00 AM",0.05,209.05,0.04,171.25,0.03,121.61,14.99,9.79,5.93
"3/11/2020 12:15:00 AM",0.06,180.97,0.05,173.02,0.01,85.24,15.14,9.79,5.94
"3/11/2020 12:20:00 AM",0.07,174.81,0.04,178.64,0.04,222.18,15.23,9.81,5.93
"3/11/2020 12:25:00 AM",0.06,200.67,0.04,178.64,0.04,184.90,15.37,9.82,5.94
"3/11/2020 12:30:00 AM",0.08,187.59,0.04,193.39,0.04,210.74,15.43,9.83,5.94
"3/11/2020 12:35:00 AM",0.06,193.13,0.04,181.47,0.05,237.34,15.46,9.85,5.94
"3/11/2020 12:40:00 AM",0.07,180.88,0.07,177.36,0.04,201.32,15.48,9.87,5.95
"3/11/2020 12:45:00 AM",0.05,178.94,0.03,195.95,0.01,194.04,15.52,9.88,5.94
"3/11/2020 12:50:00 AM",0.03,155.85,0.04,158.50,0.02,228.81,15.55,9.91,5.94
"3/11/2020 12:55:00 AM",0.04,190.78,0.03,148.67,0.01,238.39,15.55,9.90,5.64
"3/11/2020 1:00:00 AM",0.04,207.90,0.03,183.58,0.03,186.34,15.58,9.96,5.94
"3/11/2020 1:05:00 AM",0.05,173.54,0.05,181.19,0.05,171.87,15.63,9.99,5.95
"3/11/2020 1:10:00 AM",0.03,225.00,0.05,188.58,0.02,216.87,15.65,10.00,5.93
"3/11/2020 1:15:00 AM",0.06,184.76,0.04,152.02,0.02,230.91,15.64,10.03,5.96
"3/11/2020 1:20:00 AM",0.03,167.66,0.06,176.12,0.03,195.71,15.64,10.07,5.96
"3/11/2020 1:25:00 AM",Nan,Nan,0.04,183.18,0.07,197.10,15.66,10.10,5.94
"3/11/2020 1:30:00 AM",0.02,146.31,0.05,178.75,0.07,189.75,15.70,10.14,5.94
"3/11/2020 1:35:00 AM",0.03,163.30,0.06,193.13,0.06,173.12,15.72,10.17,5.95
"3/11/2020 1:40:00 AM",0.04,173.52,0.08,186.75,0.05,155.66,15.72,10.20,5.95
"3/11/2020 1:45:00 AM",0.05,182.44,0.05,188.75,0.04,213.27,15.71,10.23,5.95
"3/11/2020 1:50:00 AM",0.04,195.59,0.07,186.71,0.03,180.00,15.71,10.28,5.95
"3/11/2020 1:55:00 AM",0.06,183.95,0.05,205.56,0.04,171.25,15.70,10.31,5.95
"3/11/2020 2:00:00 AM",0.05,189.27,0.05,167.47,0.03,159.86,15.70,10.36,5.94
"3/11/2020 2:05:00 AM",0.05,187.52,0.03,173.09,0.03,219.29,15.69,10.39,5.96
"3/11/2020 2:10:00 AM",0.07,193.83,0.08,178.57,0.03,153.43,15.69,10.44,5.96
"3/11/2020 2:15:00 AM",0.04,209.20,0.04,164.48,0.02,198.43,15.68,10.46,5.95
"3/11/2020 2:20:00 AM",0.03,151.11,0.01,167.01,0.02,222.51,15.67,10.50,5.96
"3/11/2020 2:25:00 AM",0.02,214.51,0.02,124.70,0.01,127.87,15.51,10.55,5.97
"3/11/2020 2:30:00 AM",0.00,123.69,0.00,153.43,0.02,9.46,15.40,10.60,5.95
"3/11/2020 2:35:00 AM",0.03,176.53,0.01,341.57,0.02,99.87,15.31,10.64,5.92
"3/11/2020 2:40:00 AM",0.03,193.13,0.01,197.10,0.02,50.53,15.41,10.66,5.87
"3/11/2020 2:45:00 AM",0.03,180.00,0.01,300.96,0.03,20.77,15.43,10.70,5.93
"3/11/2020 2:50:00 AM",0.04,178.49,0.01,124.99,0.01,311.99,15.46,10.74,5.94
"3/11/2020 2:55:00 AM",0.04,167.20,0.02,152.10,0.02,87.61,15.52,10.79,5.93
"3/11/2020 3:00:00 AM",0.05,151.29,0.01,118.30,0.01,311.63,15.61,10.82,5.92
"3/11/2020 3:05:00 AM",0.04,189.73,0.03,160.20,0.01,229.40,15.64,10.88,5.96
"3/11/2020 3:10:00 AM",0.01,255.96,0.04,211.22,0.03,274.40,15.67,10.91,5.94
"3/11/2020 3:15:00 AM",0.03,102.99,0.02,192.53,0.01,326.31,15.68,10.95,5.99
"3/11/2020 3:20:00 AM",0.04,174.69,0.03,189.16,0.03,248.20,15.69,10.99,5.95
"3/11/2020 3:25:00 AM",0.05,125.39,0.03,149.62,0.02,221.42,15.69,11.02,5.94
"3/11/2020 3:30:00 AM",0.02,114.23,0.02,147.09,0.01,231.34,15.70,11.06,5.98
"3/11/2020 3:35:00 AM",0.03,133.73,0.02,195.95,0.01,199.65,15.70,11.10,5.97
"3/11/2020 3:40:00 AM",0.03,127.87,0.01,221.63,0.03,316.33,15.70,11.13,5.93
"3/11/2020 3:45:00 AM",0.03,127.23,0.04,157.01,0.03,243.43,15.70,11.16,5.98
"3/11/2020 3:50:00 AM",0.03,149.42,0.04,146.31,0.02,226.74,15.72,11.21,5.92
"3/11/2020 3:55:00 AM",0.01,149.04,0.02,174.29,0.03,188.13,15.74,11.24,5.95
"3/11/2020 4:00:00 AM",0.02,209.05,0.02,180.00,0.05,222.36,15.74,11.27,5.96
"3/11/2020 4:05:00 AM",0.01,153.43,0.04,172.06,0.02,260.13,15.73,11.30,5.95
"3/11/2020 4:10:00 AM",0.04,146.77,0.04,164.05,0.02,274.76,15.70,11.32,5.96
"3/11/2020 4:15:00 AM",0.04,194.42,0.03,209.05,0.02,167.47,15.70,11.36,5.93
"3/11/2020 4:20:00 AM",0.03,210.96,0.02,226.97,0.04,264.14,15.57,11.39,5.96
"3/11/2020 4:25:00 AM",0.04,203.55,0.03,253.30,0.01,180.00,15.52,11.42,5.96
"3/11/2020 4:30:00 AM",0.04,220.43,0.03,263.16,0.01,237.99,15.61,11.44,5.96
"3/11/2020 4:35:00 AM",0.03,152.45,0.03,212.62,0.02,201.80,15.67,11.46,5.95
"3/11/2020 4:40:00 AM",0.03,197.74,0.04,195.95,0.04,267.46,15.69,11.50,5.95
"3/11/2020 4:45:00 AM",0.03,164.29,0.02,185.71,0.04,209.93,15.74,11.52,5.93
"3/11/2020 4:50:00 AM",0.04,192.09,0.02,191.89,0.02,236.31,15.80,11.54,5.92
"3/11/2020 4:55:00 AM",0.05,186.58,0.03,194.47,0.03,215.54,15.84,11.56,5.94
"3/11/2020 5:00:00 AM",0.01,264.81,0.03,220.10,0.03,225.00,15.87,11.57,5.96
"3/11/2020 5:05:00 AM",0.04,201.50,0.03,190.30,0.02,177.40,15.89,11.59,5.96
"3/11/2020 5:10:00 AM",0.03,168.02,0.04,178.36,0.02,192.53,15.89,11.61,5.95
"3/11/2020 5:15:00 AM",0.04,181.64,0.01,233.13,0.01,261.87,15.90,11.62,5.92
"3/11/2020 5:20:00 AM",0.03,147.26,0.02,190.01,0.02,270.00,15.90,11.64,5.94
"3/11/2020 5:25:00 AM",0.05,176.35,0.03,180.00,0.01,153.43,15.91,11.66,5.94
"3/11/2020 5:30:00 AM",0.07,191.47,0.02,196.93,0.02,255.07,15.90,11.67,5.97
"3/11/2020 5:35:00 AM",0.07,165.56,0.05,170.54,0.03,192.34,15.91,11.68,5.93
"3/11/2020 5:40:00 AM",0.07,170.25,0.07,169.99,0.06,192.63,15.92,11.68,5.95
"3/11/2020 5:45:00 AM",0.03,197.10,0.04,207.90,0.04,191.89,15.92,11.70,5.94
"3/11/2020 5:50:00 AM",0.03,207.35,0.04,219.29,0.02,236.31,15.93,11.70,5.97
"3/11/2020 5:55:00 AM",0.03,142.77,0.02,170.54,0.04,182.73,15.94,11.70,5.94
"3/11/2020 6:00:00 AM",0.02,254.05,0.04,246.37,0.03,206.57,15.94,11.71,5.95
"3/11/2020 6:05:00 AM",0.08,177.80,0.05,181.25,0.01,308.66,15.94,11.69,5.95
"3/11/2020 6:10:00 AM",0.04,204.78,0.01,188.13,0.02,156.37,15.94,11.70,5.96
"3/11/2020 6:15:00 AM",0.06,200.32,0.04,204.78,0.04,208.39,15.93,11.69,5.94
"3/11/2020 6:20:00 AM",0.05,178.78,0.04,188.33,0.04,174.29,15.94,11.68,5.93
"3/11/2020 6:25:00 AM",0.06,200.22,0.05,178.81,0.05,187.52,15.93,11.66,5.96
"3/11/2020 6:30:00 AM",0.06,195.95,0.04,204.10,0.03,220.36,15.92,11.65,5.96
"3/11/2020 6:35:00 AM",0.04,211.18,0.05,220.86,0.05,238.63,15.89,11.63,5.94
"3/11/2020 6:40:00 AM",0.07,239.30,0.06,243.90,0.04,232.25,15.89,11.63,5.94
"3/11/2020 6:45:00 AM",0.07,211.36,0.06,235.54,0.05,219.37,15.88,11.62,5.94
"3/11/2020 6:50:00 AM",0.11,214.40,0.07,238.89,0.04,239.26,15.87,11.60,5.94
"3/11/2020 6:55:00 AM",0.11,208.16,0.12,218.05,0.11,218.33,15.92,11.59,5.93
"3/11/2020 7:00:00 AM",0.12,201.45,0.11,205.66,0.11,207.03,15.98,11.56,5.94
"3/11/2020 7:05:00 AM",0.12,204.57,0.10,216.31,0.11,199.76,15.97,11.55,5.93
"3/11/2020 7:10:00 AM",0.07,212.54,0.10,207.06,0.08,204.33,15.97,11.53,5.94
"3/11/2020 7:15:00 AM",0.06,220.60,0.04,192.99,0.07,196.86,15.96,11.51,5.94
"3/11/2020 7:20:00 AM",0.06,203.33,0.08,214.32,0.05,216.87,15.94,11.49,5.97
"3/11/2020 7:25:00 AM",0.04,192.09,0.06,201.25,0.04,223.09,15.95,11.46,5.94
"3/11/2020 7:30:00 AM",0.05,210.96,0.04,221.05,0.02,313.03,15.96,11.43,5.97
"3/11/2020 7:35:00 AM",0.05,158.20,0.03,174.64,0.03,226.64,15.97,11.40,5.95
"3/11/2020 7:40:00 AM",0.04,162.41,0.02,212.74,0.02,223.03,15.98,11.37,5.95
"3/11/2020 7:45:00 AM",0.03,175.76,0.02,206.57,0.03,317.73,15.99,11.35,5.94
"3/11/2020 7:50:00 AM",0.02,167.20,0.02,146.98,0.01,250.35,16.00,11.31,5.96
"3/11/2020 7:55:00 AM",0.06,137.73,0.02,135.00,0.01,74.05,16.01,11.28,5.93
"3/11/2020 8:00:00 AM",0.05,142.70,0.05,142.65,0.03,56.89,16.01,11.24,5.98
"3/11/2020 8:05:00 AM",0.04,84.92,0.04,79.99,0.00,26.57,16.01,11.22,5.94
"3/11/2020 8:10:00 AM",0.06,98.28,0.04,92.60,0.05,67.22,15.99,11.18,5.98
"3/11/2020 8:15:00 AM",0.06,101.51,0.05,90.00,0.04,38.66,15.99,11.15,5.96
"3/11/2020 8:20:00 AM",0.04,95.31,0.03,57.53,0.04,59.30,15.98,11.12,5.98
"3/11/2020 8:25:00 AM",0.05,57.34,0.06,53.33,0.07,67.71,15.97,11.09,5.94
"3/11/2020 8:30:00 AM",0.03,64.29,0.06,41.47,0.06,70.94,15.95,11.05,5.97
"3/11/2020 8:35:00 AM",0.03,38.05,0.05,36.87,0.05,41.73,15.95,11.02,5.96
"3/11/2020 8:40:00 AM",0.06,55.18,0.05,27.12,0.04,35.36,15.95,10.98,5.95
"3/11/2020 8:45:00 AM",0.05,97.97,0.06,62.97,0.05,34.99,15.95,10.94,5.95
"3/11/2020 8:50:00 AM",0.05,61.39,0.03,61.93,0.04,62.30,15.94,10.89,5.96
"3/11/2020 8:55:00 AM",0.04,33.34,0.05,56.31,0.04,53.39,15.93,10.87,6.02
"3/11/2020 9:00:00 AM",0.03,62.65,0.05,57.99,0.02,73.61,15.92,10.82,5.98
"3/11/2020 9:05:00 AM",0.04,32.47,0.05,13.17,0.07,46.77,15.91,10.80,5.97
"3/11/2020 9:10:00 AM",0.05,13.74,0.06,21.41,0.04,44.09,15.91,10.76,5.96
"3/11/2020 9:15:00 AM",0.05,26.03,0.04,14.68,0.05,25.56,15.91,10.72,5.98
"3/11/2020 9:20:00 AM",0.06,19.38,0.05,36.19,0.05,12.91,15.91,10.68,5.98
"3/11/2020 9:25:00 AM",0.04,39.99,0.05,31.76,0.05,40.73,15.92,10.65,5.99
"3/11/2020 9:30:00 AM",0.06,32.32,0.04,37.48,0.05,47.56,15.90,10.63,5.99
"3/11/2020 9:35:00 AM",0.04,6.63,0.04,31.87,0.03,65.22,15.90,10.60,5.97
"3/11/2020 9:40:00 AM",0.05,13.74,0.05,23.36,0.03,43.45,15.90,10.55,5.98
"3/11/2020 9:45:00 AM",0.04,14.04,0.04,29.20,0.03,45.00,15.90,10.53,5.99
"3/11/2020 9:50:00 AM",0.03,32.47,0.03,11.31,0.04,30.26,15.90,10.50,5.97
"3/11/2020 9:55:00 AM",0.04,17.97,0.03,339.86,0.03,72.18,15.90,10.45,5.96
"3/11/2020 10:00:00 AM",0.04,340.56,0.04,37.15,0.04,51.84,15.90,10.42,5.96
"3/11/2020 10:05:00 AM",0.03,15.07,0.02,42.88,0.04,40.91,15.89,10.40,5.97
"3/11/2020 10:10:00 AM",0.03,7.35,0.03,28.07,0.03,18.43,15.89,10.36,5.95
"3/11/2020 10:15:00 AM",0.01,329.74,0.06,49.40,0.03,28.89,15.90,10.34,5.96
"3/11/2020 10:20:00 AM",0.04,8.33,0.03,3.47,0.04,23.20,15.89,10.31,5.96
"3/11/2020 10:25:00 AM",0.04,34.11,0.04,13.24,0.03,36.87,15.89,10.26,5.97
"3/11/2020 10:30:00 AM",0.05,6.46,0.04,18.43,0.05,16.11,15.89,10.25,5.96
"3/11/2020 10:35:00 AM",0.05,345.70,0.03,336.80,0.02,62.24,15.89,10.23,5.96
"3/11/2020 10:40:00 AM",0.06,14.26,0.05,12.26,0.04,30.70,15.89,10.20,5.95
"3/11/2020 10:45:00 AM",0.06,22.54,0.05,1.06,0.04,28.61,15.90,10.18,5.95
"3/11/2020 10:50:00 AM",0.06,38.50,0.06,14.93,0.04,6.17,15.91,10.16,5.96
"3/11/2020 10:55:00 AM",0.07,27.35,0.07,17.95,0.07,4.40,15.93,10.14,5.96
"3/11/2020 11:00:00 AM",0.08,37.87,0.06,46.27,0.09,38.05,15.94,10.12,5.99
"3/11/2020 11:05:00 AM",0.08,32.91,0.08,27.86,0.08,29.56,15.94,10.11,5.97
"3/11/2020 11:10:00 AM",0.09,23.96,0.07,21.96,0.08,19.36,15.94,10.10,5.97
"3/11/2020 11:15:00 AM",0.07,10.86,0.07,27.94,0.06,7.85,15.93,10.10,5.96
"3/11/2020 11:20:00 AM",0.06,23.68,0.08,31.79,0.09,12.53,15.92,10.08,5.97
"3/11/2020 11:25:00 AM",0.09,28.30,0.08,20.30,0.08,16.35,15.92,10.07,5.98
"3/11/2020 11:30:00 AM",0.09,37.53,0.08,35.29,0.07,37.57,15.92,10.06,5.96
"3/11/2020 11:35:00 AM",0.05,40.10,0.07,47.29,0.08,41.52,15.93,10.04,5.99
"3/11/2020 11:40:00 AM",0.08,37.87,0.08,36.87,0.08,27.82,15.93,10.05,5.95
"3/11/2020 11:45:00 AM",0.06,41.63,0.06,23.07,0.07,8.93,15.93,10.04,5.94
"3/11/2020 11:50:00 AM",0.07,43.75,0.07,28.89,0.06,12.93,15.93,10.03,5.98
"3/11/2020 11:55:00 AM",0.06,43.60,0.07,22.11,0.05,3.58,15.93,10.03,5.97
"3/11/2020 12:00:00 PM",0.05,5.39,0.05,24.54,0.05,37.78,15.93,10.02,5.96
"3/11/2020 12:05:00 PM",0.05,21.60,0.04,32.83,0.03,35.75,15.93,10.03,5.98
"3/11/2020 12:10:00 PM",0.05,357.61,0.05,20.41,0.05,28.01,15.93,10.03,5.99
"3/11/2020 12:15:00 PM",0.07,21.66,0.04,27.76,0.05,17.42,15.93,10.04,5.96
"3/11/2020 12:20:00 PM",0.06,30.65,0.07,35.06,0.04,22.31,15.93,10.05,5.96
"3/11/2020 12:25:00 PM",0.04,52.85,0.04,59.26,0.05,78.69,15.86,10.06,5.99
"3/11/2020 12:30:00 PM",0.03,24.30,0.03,357.95,0.03,57.26,15.83,10.07,5.96
"3/11/2020 12:35:00 PM",0.03,2.05,0.04,13.67,0.04,38.66,15.85,10.08,5.94
"3/11/2020 12:40:00 PM",0.04,20.56,0.04,49.57,0.05,37.97,15.86,10.08,5.96
"3/11/2020 12:45:00 PM",0.02,24.44,0.05,4.57,0.05,34.29,15.84,10.10,5.97
"3/11/2020 12:50:00 PM",0.04,31.43,0.05,34.00,0.06,36.87,15.82,10.12,5.97
"3/11/2020 12:55:00 PM",0.04,16.39,0.07,17.93,0.08,33.11,15.81,10.12,5.99
"3/11/2020 1:00:00 PM",0.04,15.02,0.05,31.76,0.07,25.16,15.82,10.15,5.99
"3/11/2020 1:05:00 PM",0.06,8.28,0.05,24.54,0.08,42.37,15.81,10.17,5.98
"3/11/2020 1:10:00 PM",0.05,19.50,0.05,25.14,0.08,23.47,15.82,10.18,5.95
"3/11/2020 1:15:00 PM",0.07,25.02,0.08,25.89,0.07,14.04,15.82,10.20,5.95
"3/11/2020 1:20:00 PM",0.06,35.54,0.07,39.70,0.07,39.51,15.81,10.22,5.95
"3/11/2020 1:25:00 PM",0.06,0.00,0.07,15.40,0.08,12.84,15.82,10.23,5.95
"3/11/2020 1:30:00 PM",0.06,20.77,0.06,23.78,0.05,14.30,15.84,10.27,5.97
"3/11/2020 1:35:00 PM",0.05,20.28,0.05,19.89,0.08,8.90,15.81,10.29,5.95
"3/11/2020 1:40:00 PM",0.06,22.93,0.05,17.42,0.09,12.86,15.81,10.31,5.96
"3/11/2020 1:45:00 PM",0.06,51.19,0.07,36.21,0.07,25.82,15.83,10.34,5.96
"3/11/2020 1:50:00 PM",0.07,35.26,0.08,16.56,0.05,35.54,15.83,10.36,5.96
"3/11/2020 1:55:00 PM",0.07,41.11,0.08,25.94,0.05,0.00,15.83,10.40,5.96
"3/11/2020 2:00:00 PM",0.06,31.14,0.06,23.68,0.06,13.82,15.82,10.43,5.97
"3/11/2020 2:05:00 PM",0.06,34.70,0.07,33.69,0.06,17.53,15.82,10.46,5.95
"3/11/2020 2:10:00 PM",0.06,47.02,0.06,41.78,0.05,40.73,15.82,10.49,5.94
"3/11/2020 2:15:00 PM",0.07,30.03,0.05,11.77,0.05,16.09,15.82,10.52,5.95
"3/11/2020 2:20:00 PM",0.08,40.60,0.10,29.17,0.06,21.41,15.82,10.55,5.94
"3/11/2020 2:25:00 PM",0.06,29.98,0.07,23.40,0.06,27.41,15.83,10.60,5.95
"3/11/2020 2:30:00 PM",0.05,43.49,0.03,33.11,0.03,13.63,15.83,10.63,5.95
"3/11/2020 2:35:00 PM",0.07,32.17,0.07,21.96,0.04,18.92,15.83,10.67,5.95
"3/11/2020 2:40:00 PM",0.05,38.66,0.05,33.02,0.06,14.28,15.83,10.71,5.96
"3/11/2020 2:45:00 PM",0.07,353.48,0.08,357.90,0.06,26.16,15.82,10.74,5.90
