%Eco Export
%
%
%Title,20250228_Porpoise pool
%
%Data ID,38F5D99A-5610-46DF-8BCE-D3C2ED8B16A8
%User ID,B6FF73A9-E9FB-4AA2-9F40-347EE851EDFB
%Instrument ID,Eco_0713
%Firmware version,8008.8
%Created,"2/28/2025 1:36:02 PM",Local time
%Start Time,"2/24/2025 2:12:30 PM",Local time
%End time,"2/28/2025 1:20:30 PM",Local time
%Time zone offset,-60,min
%Latitude,0,deg
%Longitude,0,deg
%Magnetic declination,0,deg
%Salinity,17,ppt
%Device depth,3.2,m
%Upper layer depth,1.5,m
%middle-layer-depth,2,m
%Lower layer depth,2.85,m
%Avg speed,0.05,m/s
%Avg direction,184.32,deg
%Measurement counts,2855
%Measurement interval,2,min
%Processor version,1.1.16.0,
%processed,"2/28/2025 1:03:27 PM",utc
%
%Time,Upper speed,Upper direction,Middle speed,Middle direction,Lower speed,Lower direction,Temperature,Depth,Tilt
%(Local time),m/s,deg,m/s,deg,m/s,deg,degC,m,deg
"2/26/2025 2:52:30 PM",0.05,247.56,0.05,257.74,0.04,285.52,3.94,2.83,12.51
"2/26/2025 2:54:30 PM",0.02,33.69,0.01,161.57,0.02,331.19,3.96,2.83,12.51
"2/26/2025 2:56:30 PM",0.01,170.54,0.03,181.74,0.04,300.96,3.97,2.83,12.51
"2/26/2025 2:58:30 PM",0.02,78.11,0.02,13.24,0.02,317.12,3.98,2.83,12.51
"2/26/2025 3:00:30 PM",0.01,19.98,0.03,87.80,0.05,328.39,3.99,2.82,12.51
"2/26/2025 3:02:30 PM",0.01,121.61,0.01,95.19,0.01,8.13,4.00,2.82,12.51
"2/26/2025 3:04:30 PM",0.01,323.13,0.00,26.57,0.05,268.83,4.02,2.81,12.51
"2/26/2025 3:06:30 PM",0.02,53.13,0.01,11.31,0.06,347.69,4.02,2.81,12.51
"2/26/2025 3:08:30 PM",0.05,37.35,0.03,13.63,0.03,306.16,4.03,2.80,12.50
"2/26/2025 3:10:30 PM",0.01,56.31,0.04,333.43,0.04,298.30,4.04,2.80,12.50
"2/26/2025 3:12:30 PM",0.02,164.74,0.01,139.40,0.03,242.59,4.05,2.80,12.50
"2/26/2025 3:14:30 PM",0.05,355.52,0.02,36.25,0.04,325.41,4.06,2.80,12.50
"2/26/2025 3:16:30 PM",0.04,188.33,0.02,237.72,0.03,311.01,4.06,2.79,12.50
"2/26/2025 3:18:30 PM",0.02,17.35,0.04,13.32,0.03,353.42,4.07,2.80,12.50
"2/26/2025 3:20:30 PM",0.04,5.31,0.06,21.97,0.04,12.09,4.07,2.81,12.50
"2/26/2025 3:22:30 PM",0.03,324.46,0.01,184.40,0.04,301.22,4.09,2.80,12.50
"2/26/2025 3:24:30 PM",0.04,48.50,0.03,41.19,0.03,349.51,4.11,2.80,12.50
"2/26/2025 3:26:30 PM",0.02,172.23,0.01,50.19,0.02,265.24,4.12,2.79,12.50
"2/26/2025 3:28:30 PM",0.00,63.43,0.01,45.00,0.02,346.76,4.12,2.80,12.50
"2/26/2025 3:30:30 PM",0.02,46.85,0.03,46.55,0.04,2.79,4.13,2.80,12.50
"2/26/2025 3:32:30 PM",0.05,170.34,0.02,209.74,0.05,256.24,4.14,2.80,12.50
"2/26/2025 3:34:30 PM",0.01,65.56,0.04,76.76,0.06,353.45,4.14,2.80,12.50
"2/26/2025 3:36:30 PM",0.06,293.32,0.07,257.91,0.05,253.61,4.15,2.79,12.50
"2/26/2025 3:38:30 PM",0.03,46.64,0.03,46.40,0.03,323.97,4.15,2.78,12.50
"2/26/2025 3:40:30 PM",0.02,40.60,0.01,114.44,0.03,299.98,4.15,2.78,12.49
"2/26/2025 3:42:30 PM",0.01,68.96,0.04,206.57,0.02,262.87,4.16,2.78,12.50
"2/26/2025 3:44:30 PM",0.05,43.32,0.05,30.58,0.02,38.29,4.16,2.78,12.49
"2/26/2025 3:46:30 PM",0.00,315.00,0.02,280.01,0.05,342.72,4.17,2.78,12.49
"2/26/2025 3:48:30 PM",0.01,305.54,0.02,190.30,0.02,323.62,4.17,2.78,12.49
"2/26/2025 3:50:30 PM",0.01,6.34,0.02,81.87,0.02,315.00,4.18,2.77,12.50
"2/26/2025 3:52:30 PM",0.06,62.53,0.03,70.20,0.04,334.89,4.18,2.77,12.50
"2/26/2025 3:54:30 PM",0.04,28.74,0.02,46.85,0.03,340.20,4.19,2.77,12.50
"2/26/2025 3:56:30 PM",0.03,24.90,0.05,39.96,0.06,3.95,4.19,2.77,12.49
"2/26/2025 3:58:30 PM",0.01,135.00,0.02,157.75,0.03,258.23,4.19,2.77,12.49
"2/26/2025 4:00:30 PM",0.03,20.32,0.03,297.55,0.03,296.57,4.20,2.77,12.49
"2/26/2025 4:02:30 PM",0.02,207.76,0.03,200.32,0.04,289.86,4.21,2.76,12.49
"2/26/2025 4:04:30 PM",Nan,Nan,0.01,5.71,0.02,295.35,4.21,2.76,12.49
"2/26/2025 4:06:30 PM",Nan,Nan,0.02,130.91,0.03,271.97,4.21,2.75,12.49
"2/26/2025 4:08:30 PM",0.02,32.28,0.01,37.87,0.02,7.43,4.21,2.75,12.49
"2/26/2025 4:10:30 PM",0.02,173.29,0.02,255.96,0.01,261.87,4.21,2.75,12.49
"2/26/2025 4:12:30 PM",0.02,342.47,0.02,12.53,0.05,2.25,4.21,2.75,12.49
"2/26/2025 4:14:30 PM",0.05,287.35,0.05,289.18,0.04,291.25,4.21,2.75,12.49
"2/26/2025 4:16:30 PM",0.03,49.90,0.05,19.18,0.06,338.55,4.21,2.75,12.49
"2/26/2025 4:18:30 PM",0.02,316.97,0.02,309.81,0.04,344.98,4.21,2.75,12.49
"2/26/2025 4:20:30 PM",0.02,3.18,0.02,205.02,0.02,344.74,4.22,2.75,12.49
"2/26/2025 4:22:30 PM",0.01,345.96,0.01,53.97,0.03,306.16,4.23,2.75,12.49
"2/26/2025 4:24:30 PM",0.04,346.33,0.05,4.86,0.06,337.04,4.22,2.75,12.49
"2/26/2025 4:26:30 PM",Nan,Nan,0.02,256.61,0.07,276.43,4.22,2.75,12.49
"2/26/2025 4:28:30 PM",Nan,Nan,0.05,296.03,0.03,321.95,4.23,2.75,12.49
"2/26/2025 4:30:30 PM",0.01,11.31,0.02,273.37,0.02,276.71,4.23,2.75,12.49
"2/26/2025 4:32:30 PM",0.00,135.00,0.03,67.83,0.03,318.99,4.23,2.75,12.49
"2/26/2025 4:34:30 PM",0.02,341.57,0.01,327.99,0.04,277.91,4.23,2.75,12.49
"2/26/2025 4:36:30 PM",0.04,92.94,0.01,60.26,0.01,315.00,4.23,2.75,12.49
"2/26/2025 4:38:30 PM",0.06,332.10,0.04,272.60,0.02,292.83,4.23,2.75,12.49
"2/26/2025 4:40:30 PM",Nan,Nan,0.02,289.98,0.03,342.18,4.23,2.75,12.49
"2/26/2025 4:42:30 PM",Nan,Nan,0.02,340.71,0.04,312.95,4.23,2.75,12.49
"2/26/2025 4:44:30 PM",Nan,Nan,0.02,183.37,0.05,238.39,4.24,2.75,12.49
"2/26/2025 4:46:30 PM",0.03,15.64,0.03,118.61,0.02,8.53,4.24,2.75,12.49
"2/26/2025 4:48:30 PM",0.03,49.18,0.01,23.20,0.02,312.71,4.23,2.75,12.48
"2/26/2025 4:50:30 PM",0.02,337.62,0.03,330.75,0.03,338.84,4.23,2.75,12.48
"2/26/2025 4:52:30 PM",Nan,Nan,0.02,321.34,0.04,354.69,4.23,2.75,12.48
"2/26/2025 4:54:30 PM",0.03,247.52,0.04,292.11,0.05,313.36,4.24,2.75,12.49
"2/26/2025 4:56:30 PM",0.02,53.75,0.02,2.73,0.02,263.66,4.24,2.75,12.49
"2/26/2025 4:58:30 PM",0.02,29.36,0.01,315.00,0.02,332.24,4.23,2.75,12.49
"2/26/2025 5:00:30 PM",0.04,11.04,0.02,8.97,0.03,17.10,4.23,2.75,12.48
"2/26/2025 5:02:30 PM",0.01,249.44,0.03,196.50,0.02,276.34,4.23,2.75,12.48
"2/26/2025 5:04:30 PM",Nan,Nan,0.01,56.31,0.03,332.65,4.23,2.75,12.49
"2/26/2025 5:06:30 PM",Nan,Nan,0.03,344.05,0.05,317.64,4.23,2.75,12.49
"2/26/2025 5:08:30 PM",0.01,45.00,0.03,11.31,0.03,284.93,4.23,2.74,12.49
"2/26/2025 5:10:30 PM",Nan,Nan,0.05,92.44,0.02,356.63,4.23,2.74,12.49
"2/26/2025 5:12:30 PM",Nan,Nan,0.03,11.31,0.03,321.63,4.22,2.75,12.48
"2/26/2025 5:14:30 PM",Nan,Nan,0.04,247.38,0.02,245.56,4.22,2.75,12.48
"2/26/2025 5:16:30 PM",0.01,122.01,0.01,258.69,0.03,355.60,4.23,2.75,12.48
"2/26/2025 5:18:30 PM",0.01,315.00,0.02,305.22,0.03,349.70,4.22,2.76,12.48
"2/26/2025 5:20:30 PM",0.03,205.77,0.05,183.65,0.03,189.09,4.22,2.76,12.48
"2/26/2025 5:22:30 PM",0.02,290.85,0.02,317.29,0.07,13.83,4.22,2.76,12.49
"2/26/2025 5:24:30 PM",Nan,Nan,0.02,116.57,0.03,322.70,4.22,2.75,12.48
"2/26/2025 5:26:30 PM",0.04,28.30,0.03,334.36,0.02,319.09,4.22,2.75,12.48
"2/26/2025 5:28:30 PM",0.01,23.20,0.04,323.97,0.04,302.47,4.21,2.75,12.49
"2/26/2025 5:30:30 PM",0.01,288.43,0.01,9.46,0.04,299.05,4.21,2.75,12.48
"2/26/2025 5:32:30 PM",0.03,42.14,0.01,302.47,0.04,334.09,4.21,2.75,12.48
"2/26/2025 5:34:30 PM",0.03,26.57,0.02,4.97,0.05,273.50,4.21,2.75,12.48
"2/26/2025 5:36:30 PM",0.03,72.12,0.02,42.51,0.02,315.00,4.20,2.75,12.48
"2/26/2025 5:38:30 PM",0.04,82.30,0.04,48.12,0.04,345.96,4.20,2.76,12.48
"2/26/2025 5:40:30 PM",0.01,233.13,0.01,328.39,0.04,343.30,4.20,2.75,12.48
"2/26/2025 5:42:30 PM",0.03,101.69,0.02,63.43,0.03,329.74,4.20,2.75,12.48
"2/26/2025 5:44:30 PM",Nan,Nan,0.02,344.48,0.06,336.04,4.20,2.75,12.48
"2/26/2025 5:46:30 PM",0.01,270.00,0.02,293.63,0.04,328.78,4.20,2.75,12.48
"2/26/2025 5:48:30 PM",Nan,Nan,0.05,292.89,0.04,248.50,4.20,2.76,12.48
"2/26/2025 5:50:30 PM",Nan,Nan,0.01,303.69,0.03,235.71,4.20,2.76,12.48
"2/26/2025 5:52:30 PM",Nan,Nan,0.03,30.38,0.05,348.06,4.20,2.75,12.48
"2/26/2025 5:54:30 PM",Nan,Nan,0.02,293.96,0.02,243.43,4.20,2.75,12.48
"2/26/2025 5:56:30 PM",Nan,Nan,0.04,347.12,0.04,350.31,4.20,2.76,12.48
"2/26/2025 5:58:30 PM",Nan,Nan,0.05,178.81,0.03,215.54,4.20,2.76,12.48
"2/26/2025 6:00:30 PM",Nan,Nan,0.02,149.53,0.02,308.66,4.20,2.77,12.48
"2/26/2025 6:02:30 PM",0.02,329.04,0.01,336.80,0.03,294.62,4.20,2.77,12.48
"2/26/2025 6:04:30 PM",Nan,Nan,0.01,218.66,0.02,104.74,4.20,2.76,12.48
"2/26/2025 6:06:30 PM",Nan,Nan,0.02,75.38,0.04,26.57,4.20,2.76,12.48
"2/26/2025 6:08:30 PM",0.03,10.89,0.02,61.93,0.02,330.64,4.20,2.77,12.48
"2/26/2025 6:10:30 PM",0.04,288.43,0.01,200.56,0.04,299.43,4.20,2.77,12.48
"2/26/2025 6:12:30 PM",0.01,110.56,0.02,285.95,0.03,275.71,4.20,2.76,12.48
"2/26/2025 6:14:30 PM",Nan,Nan,0.01,220.60,0.02,283.39,4.20,2.77,12.48
"2/26/2025 6:16:30 PM",Nan,Nan,0.03,21.45,0.02,350.54,4.20,2.77,12.48
"2/26/2025 6:18:30 PM",0.07,45.62,0.02,97.43,0.02,293.63,4.20,2.77,12.48
"2/26/2025 6:20:30 PM",Nan,Nan,0.01,225.00,0.04,339.27,4.20,2.77,12.48
"2/26/2025 6:22:30 PM",Nan,Nan,0.01,23.20,0.03,326.31,4.20,2.77,12.48
"2/26/2025 6:24:30 PM",0.03,335.22,0.04,23.81,0.03,287.35,4.20,2.77,12.48
"2/26/2025 6:26:30 PM",0.02,45.00,0.02,20.56,0.03,288.43,4.21,2.77,12.47
"2/26/2025 6:28:30 PM",Nan,Nan,0.02,322.43,0.04,282.53,4.21,2.77,12.48
"2/26/2025 6:30:30 PM",Nan,Nan,0.03,204.62,0.05,229.64,4.21,2.77,12.48
"2/26/2025 6:32:30 PM",Nan,Nan,0.04,337.38,0.03,323.13,4.21,2.77,12.48
"2/26/2025 6:34:30 PM",0.02,59.53,0.02,293.20,0.04,300.96,4.22,2.77,12.48
"2/26/2025 6:36:30 PM",Nan,Nan,0.01,33.69,0.03,339.86,4.21,2.77,12.48
"2/26/2025 6:38:30 PM",0.04,123.69,0.02,82.23,0.02,243.43,4.21,2.77,12.48
"2/26/2025 6:40:30 PM",Nan,Nan,0.01,262.87,0.01,356.19,4.22,2.78,12.48
"2/26/2025 6:42:30 PM",Nan,Nan,0.01,270.00,0.02,277.43,4.22,2.79,12.48
"2/26/2025 6:44:30 PM",Nan,Nan,0.03,118.18,0.04,207.30,4.21,2.79,12.48
"2/26/2025 6:46:30 PM",Nan,Nan,0.02,39.81,0.01,315.00,4.22,2.79,12.48
"2/26/2025 6:48:30 PM",0.01,74.05,0.02,42.71,0.02,310.24,4.22,2.80,12.48
"2/26/2025 6:50:30 PM",Nan,Nan,0.02,273.37,0.02,327.99,4.22,2.80,12.47
"2/26/2025 6:52:30 PM",0.02,201.80,0.02,187.13,0.01,65.22,4.22,2.79,12.47
"2/26/2025 6:54:30 PM",0.01,4.40,0.01,50.19,0.01,315.00,4.22,2.79,12.47
"2/26/2025 6:56:30 PM",0.03,13.63,0.04,45.00,0.01,48.37,4.22,2.79,12.47
"2/26/2025 6:58:30 PM",Nan,Nan,0.02,303.69,0.00,288.43,4.22,2.78,12.47
"2/26/2025 7:00:30 PM",Nan,Nan,0.03,48.01,0.04,26.57,4.22,2.78,12.47
"2/26/2025 7:02:30 PM",0.01,28.61,0.02,93.18,0.03,14.04,4.22,2.78,12.47
"2/26/2025 7:04:30 PM",0.04,5.44,0.03,334.44,0.03,328.39,4.22,2.79,12.47
"2/26/2025 7:06:30 PM",0.03,204.90,0.02,288.43,0.03,265.76,4.23,2.80,12.47
"2/26/2025 7:08:30 PM",0.02,210.96,0.02,284.04,0.03,353.42,4.23,2.80,12.47
"2/26/2025 7:10:30 PM",0.01,328.39,0.02,248.75,0.03,312.14,4.23,2.79,12.47
"2/26/2025 7:12:30 PM",Nan,Nan,0.01,23.20,0.01,29.05,4.23,2.80,12.47
"2/26/2025 7:14:30 PM",Nan,Nan,0.03,208.61,0.02,253.61,4.23,2.80,12.47
"2/26/2025 7:16:30 PM",0.01,19.98,0.03,203.75,0.04,204.10,4.23,2.81,12.46
"2/26/2025 7:18:30 PM",0.01,192.99,0.01,231.34,0.02,292.83,4.23,2.81,12.46
"2/26/2025 7:20:30 PM",0.04,297.98,0.03,272.05,0.03,229.90,4.24,2.81,12.46
"2/26/2025 7:22:30 PM",0.01,160.35,0.01,236.31,0.03,280.62,4.24,2.80,12.46
"2/26/2025 7:24:30 PM",0.03,20.32,0.02,73.61,0.02,255.38,4.24,2.81,12.46
"2/26/2025 7:26:30 PM",Nan,Nan,0.01,146.31,0.03,300.65,4.24,2.81,12.45
"2/26/2025 7:28:30 PM",Nan,Nan,0.01,336.80,0.01,253.30,4.24,2.82,12.45
"2/26/2025 7:30:30 PM",Nan,Nan,0.02,284.62,0.00,243.43,4.24,2.82,12.45
"2/26/2025 7:32:30 PM",Nan,Nan,0.01,235.01,0.01,279.46,4.24,2.82,12.45
"2/26/2025 7:34:30 PM",Nan,Nan,0.00,345.96,0.04,219.09,4.24,2.82,12.45
"2/26/2025 7:36:30 PM",Nan,Nan,0.01,125.54,0.01,246.04,4.24,2.82,12.45
"2/26/2025 7:38:30 PM",Nan,Nan,0.01,131.19,0.03,267.88,4.24,2.82,12.45
"2/26/2025 7:40:30 PM",Nan,Nan,0.02,180.00,0.02,55.01,4.24,2.81,12.44
"2/26/2025 7:42:30 PM",Nan,Nan,0.00,225.00,0.01,206.57,4.24,2.82,12.44
"2/26/2025 7:44:30 PM",Nan,Nan,0.02,143.13,0.03,203.96,4.25,2.82,12.44
"2/26/2025 7:46:30 PM",Nan,Nan,0.03,133.73,0.02,270.00,4.25,2.82,12.44
"2/26/2025 7:48:30 PM",Nan,Nan,0.00,236.31,0.06,250.28,4.25,2.82,12.44
"2/26/2025 7:50:30 PM",Nan,Nan,0.01,180.00,0.02,195.26,4.23,2.82,12.44
"2/26/2025 7:52:30 PM",Nan,Nan,0.01,228.81,0.04,250.25,4.23,2.83,12.44
"2/26/2025 7:54:30 PM",Nan,Nan,0.01,59.04,0.01,270.00,4.23,2.83,12.44
"2/26/2025 7:56:30 PM",Nan,Nan,0.02,34.51,0.01,318.37,4.23,2.82,12.44
"2/26/2025 7:58:30 PM",Nan,Nan,0.02,221.19,0.02,68.20,4.24,2.82,12.44
"2/26/2025 8:00:30 PM",Nan,Nan,0.01,126.87,0.01,286.70,4.24,2.83,12.44
"2/26/2025 8:02:30 PM",Nan,Nan,0.02,104.93,0.03,208.61,4.23,2.84,12.44
"2/26/2025 8:04:30 PM",Nan,Nan,0.02,189.46,0.02,114.44,4.22,2.84,12.45
"2/26/2025 8:06:30 PM",Nan,Nan,0.02,183.01,0.04,241.39,4.21,2.84,12.45
"2/26/2025 8:08:30 PM",Nan,Nan,0.02,225.00,0.05,234.61,4.21,2.84,12.45
"2/26/2025 8:10:30 PM",Nan,Nan,0.01,167.47,0.04,197.97,4.21,2.85,12.44
"2/26/2025 8:12:30 PM",Nan,Nan,0.02,175.24,0.04,213.69,4.21,2.85,12.44
"2/26/2025 8:14:30 PM",Nan,Nan,0.03,171.87,0.06,209.41,4.21,2.85,12.44
"2/26/2025 8:16:30 PM",Nan,Nan,0.03,162.12,0.07,189.59,4.21,2.85,12.44
"2/26/2025 8:18:30 PM",Nan,Nan,0.03,155.70,0.02,196.93,4.21,2.85,12.45
"2/26/2025 8:20:30 PM",Nan,Nan,0.04,147.09,0.06,207.44,4.19,2.86,12.45
"2/26/2025 8:22:30 PM",Nan,Nan,0.06,177.04,0.07,219.35,4.16,2.86,12.44
"2/26/2025 8:24:30 PM",Nan,Nan,0.04,186.34,0.07,214.80,4.14,2.86,12.44
"2/26/2025 8:26:30 PM",Nan,Nan,0.07,189.87,0.09,215.25,4.11,2.85,12.44
"2/26/2025 8:28:30 PM",Nan,Nan,0.05,155.82,0.06,213.15,4.09,2.85,12.44
"2/26/2025 8:30:30 PM",Nan,Nan,0.06,192.43,0.06,212.68,4.07,2.85,12.44
"2/26/2025 8:32:30 PM",Nan,Nan,0.04,156.45,0.06,181.82,4.04,2.86,12.44
"2/26/2025 8:34:30 PM",Nan,Nan,0.04,167.01,0.06,190.95,4.00,2.87,12.45
"2/26/2025 8:36:30 PM",Nan,Nan,0.04,169.46,0.09,176.75,3.96,2.88,12.44
"2/26/2025 8:38:30 PM",Nan,Nan,0.04,167.62,0.09,192.80,3.93,2.89,12.44
"2/26/2025 8:40:30 PM",Nan,Nan,0.04,196.31,0.07,188.46,3.90,2.89,12.44
"2/26/2025 8:42:30 PM",Nan,Nan,0.04,185.44,0.09,198.23,3.88,2.88,12.44
"2/26/2025 8:44:30 PM",Nan,Nan,0.05,178.75,0.09,207.76,3.84,2.89,12.44
"2/26/2025 8:46:30 PM",Nan,Nan,0.04,171.87,0.09,183.77,3.82,2.89,12.44
"2/26/2025 8:48:30 PM",Nan,Nan,0.03,180.00,0.10,184.81,3.80,2.89,12.44
"2/26/2025 8:50:30 PM",Nan,Nan,0.05,190.84,0.10,183.33,3.79,2.90,12.44
"2/26/2025 8:52:30 PM",0.09,150.82,0.07,163.30,0.10,177.71,3.78,2.90,12.44
"2/26/2025 8:54:30 PM",Nan,Nan,0.08,160.88,0.09,184.30,3.76,2.90,12.44
"2/26/2025 8:56:30 PM",Nan,Nan,0.07,182.39,0.09,163.97,3.76,2.90,12.44
"2/26/2025 8:58:30 PM",0.06,163.11,0.06,167.97,0.10,188.37,3.75,2.90,12.44
"2/26/2025 9:00:30 PM",0.07,161.29,0.06,166.20,0.10,188.62,3.74,2.90,12.44
"2/26/2025 9:02:30 PM",0.06,163.78,0.05,197.42,0.10,184.40,3.73,2.90,12.44
"2/26/2025 9:04:30 PM",0.08,142.25,0.07,158.91,0.12,183.28,3.71,2.91,12.44
"2/26/2025 9:06:30 PM",0.08,157.27,0.07,175.79,0.13,187.13,3.71,2.92,12.44
"2/26/2025 9:08:30 PM",0.07,153.80,0.07,178.47,0.11,178.96,3.70,2.92,12.44
"2/26/2025 9:10:30 PM",0.07,163.01,0.09,174.47,0.09,180.67,3.70,2.92,12.44
"2/26/2025 9:12:30 PM",0.09,157.38,0.09,170.65,0.10,184.99,3.70,2.92,12.44
"2/26/2025 9:14:30 PM",0.06,157.46,0.09,177.40,0.09,182.00,3.70,2.92,12.44
"2/26/2025 9:16:30 PM",0.09,160.13,0.07,172.46,0.12,179.51,3.70,2.92,12.44
"2/26/2025 9:18:30 PM",0.08,147.76,0.08,171.36,0.11,176.91,3.70,2.92,12.44
"2/26/2025 9:20:30 PM",0.09,150.75,0.09,177.56,0.12,179.53,3.70,2.93,12.44
"2/26/2025 9:22:30 PM",0.09,154.33,0.08,168.26,0.12,175.75,3.70,2.93,12.44
"2/26/2025 9:24:30 PM",0.06,171.57,0.08,167.23,0.13,178.67,3.70,2.93,12.44
"2/26/2025 9:26:30 PM",0.07,159.34,0.08,168.55,0.11,187.56,3.69,2.93,12.44
"2/26/2025 9:28:30 PM",0.06,168.87,0.09,165.66,0.10,177.27,3.69,2.94,12.44
"2/26/2025 9:30:30 PM",0.08,173.99,0.09,173.21,0.11,186.17,3.69,2.95,12.44
"2/26/2025 9:32:30 PM",0.09,165.23,0.11,168.06,0.14,173.61,3.69,2.95,12.44
"2/26/2025 9:34:30 PM",0.08,157.81,0.08,165.96,0.11,177.42,3.69,2.94,12.44
"2/26/2025 9:36:30 PM",0.07,157.75,0.12,168.50,0.10,183.96,3.69,2.95,12.44
"2/26/2025 9:38:30 PM",0.10,153.69,0.07,153.80,0.11,170.37,3.69,2.95,12.44
"2/26/2025 9:40:30 PM",0.11,152.47,0.09,153.43,0.13,181.75,3.70,2.96,12.44
"2/26/2025 9:42:30 PM",0.08,153.43,0.10,151.89,0.13,175.63,3.70,2.96,12.44
"2/26/2025 9:44:30 PM",0.10,156.04,0.11,165.10,0.13,171.38,3.70,2.97,12.44
"2/26/2025 9:46:30 PM",0.09,158.09,0.09,174.69,0.14,182.00,3.70,2.97,12.44
"2/26/2025 9:48:30 PM",0.09,154.29,0.09,161.76,0.15,181.17,3.69,2.96,12.44
"2/26/2025 9:50:30 PM",0.08,152.10,0.10,165.56,0.14,184.97,3.69,2.96,12.44
"2/26/2025 9:52:30 PM",0.09,161.76,0.11,160.24,0.12,171.61,3.68,2.97,12.44
"2/26/2025 9:54:30 PM",0.08,146.12,0.09,165.65,0.12,180.98,3.68,2.97,12.44
"2/26/2025 9:56:30 PM",0.06,154.80,0.08,171.25,0.10,179.43,3.68,2.97,12.44
"2/26/2025 9:58:30 PM",0.06,139.60,0.07,173.19,0.10,176.19,3.68,2.96,12.44
"2/26/2025 10:00:30 PM",0.07,146.98,0.07,151.65,0.10,167.71,3.68,2.96,12.44
"2/26/2025 10:02:30 PM",0.09,143.64,0.09,165.32,0.13,183.55,3.69,2.96,12.44
"2/26/2025 10:04:30 PM",0.08,147.63,0.10,165.69,0.12,174.81,3.69,2.97,12.44
"2/26/2025 10:06:30 PM",0.08,166.14,0.10,167.35,0.13,170.25,3.69,2.98,12.44
"2/26/2025 10:08:30 PM",0.09,145.01,0.09,153.72,0.13,178.29,3.68,2.98,12.44
"2/26/2025 10:10:30 PM",0.08,163.96,0.09,165.07,0.13,175.01,3.68,2.99,12.44
"2/26/2025 10:12:30 PM",0.07,162.05,0.06,159.03,0.11,178.41,3.68,2.98,12.44
"2/26/2025 10:14:30 PM",0.09,160.71,0.09,165.23,0.12,167.42,3.68,2.98,12.44
"2/26/2025 10:16:30 PM",0.10,155.27,0.11,167.12,0.14,158.79,3.68,2.99,12.44
"2/26/2025 10:18:30 PM",0.08,168.69,0.08,170.07,0.12,178.61,3.68,2.99,12.44
"2/26/2025 10:20:30 PM",0.07,137.73,0.10,162.85,0.13,186.34,3.67,2.99,12.44
"2/26/2025 10:22:30 PM",0.07,155.96,0.07,164.29,0.11,160.20,3.66,3.00,12.44
"2/26/2025 10:24:30 PM",0.07,146.94,0.09,169.19,0.12,180.49,3.66,3.00,12.44
"2/26/2025 10:26:30 PM",0.08,158.06,0.11,177.37,0.14,171.29,3.66,3.00,12.44
"2/26/2025 10:28:30 PM",0.09,157.95,0.10,173.99,0.14,166.26,3.67,3.00,12.44
"2/26/2025 10:30:30 PM",0.09,149.93,0.12,183.42,0.14,173.71,3.67,3.00,12.44
"2/26/2025 10:32:30 PM",0.09,147.72,0.09,175.14,0.13,175.05,3.66,3.00,12.44
"2/26/2025 10:34:30 PM",0.10,152.35,0.08,153.13,0.11,173.32,3.66,3.00,12.44
"2/26/2025 10:36:30 PM",0.08,157.38,0.07,177.47,0.12,179.04,3.66,3.00,12.44
"2/26/2025 10:38:30 PM",0.09,164.41,0.08,164.80,0.12,176.15,3.66,3.00,12.44
"2/26/2025 10:40:30 PM",0.07,154.13,0.09,160.95,0.12,175.78,3.66,3.00,12.44
"2/26/2025 10:42:30 PM",0.08,157.09,0.10,167.28,0.13,175.31,3.66,3.00,12.44
"2/26/2025 10:44:30 PM",0.08,154.72,0.08,170.77,0.12,173.87,3.66,3.01,12.44
"2/26/2025 10:46:30 PM",0.09,152.57,0.10,170.93,0.12,178.51,3.66,3.01,12.44
"2/26/2025 10:48:30 PM",0.11,162.94,0.10,176.19,0.12,185.19,3.66,3.02,12.45
"2/26/2025 10:50:30 PM",0.12,158.03,0.09,175.74,0.11,168.19,3.66,3.01,12.44
"2/26/2025 10:52:30 PM",0.07,162.05,0.10,168.57,0.13,176.87,3.66,3.01,12.44
"2/26/2025 10:54:30 PM",0.07,152.74,0.07,167.56,0.11,180.52,3.66,3.01,12.44
"2/26/2025 10:56:30 PM",0.09,160.93,0.07,181.53,0.11,182.65,3.66,3.01,12.44
"2/26/2025 10:58:30 PM",0.08,162.26,0.08,157.27,0.13,167.72,3.66,3.01,12.44
"2/26/2025 11:00:30 PM",0.08,158.33,0.08,166.68,0.12,159.06,3.66,3.01,12.44
"2/26/2025 11:02:30 PM",0.07,162.90,0.08,168.11,0.12,176.63,3.66,3.02,12.44
"2/26/2025 11:04:30 PM",0.05,158.43,0.06,161.27,0.13,170.39,3.66,3.02,12.44
"2/26/2025 11:06:30 PM",0.05,159.19,0.08,169.76,0.09,170.03,3.66,3.02,12.44
"2/26/2025 11:08:30 PM",0.07,156.12,0.08,164.68,0.12,176.52,3.66,3.02,12.43
"2/26/2025 11:10:30 PM",0.09,154.25,0.07,176.03,0.09,180.61,3.66,3.02,12.44
"2/26/2025 11:12:30 PM",0.07,166.53,0.09,172.41,0.13,180.00,3.66,3.02,12.44
"2/26/2025 11:14:30 PM",0.05,175.68,0.08,161.57,0.12,186.29,3.66,3.02,12.44
"2/26/2025 11:16:30 PM",0.08,155.03,0.07,167.38,0.10,178.87,3.66,3.02,12.44
"2/26/2025 11:18:30 PM",0.07,150.36,0.07,166.57,0.13,182.73,3.66,3.02,12.44
